date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:26:13	70647/70647	---MCZ	200	added ('OK')	text/html	etag:W/%225dfcad39-113f7%22	https://trendingtemplates.com/demos/techmag/category-1.html	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/category-1.html	(from https://trendingtemplates.com/demos/techmag/landing.html)
19:26:13	65455/65455	---MCZ	200	added ('OK')	text/html	etag:W/%225dfcad39-ffaf%22	https://trendingtemplates.com/demos/techmag/category-2.html	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/category-2.html	(from https://trendingtemplates.com/demos/techmag/landing.html)
19:26:14	64803/64803	---MCZ	200	added ('OK')	text/html	etag:W/%225dfcad39-fd23%22	https://trendingtemplates.com/demos/techmag/search.html	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/search.html	(from https://trendingtemplates.com/demos/techmag/landing.html)
19:26:14	63548/63548	---MCZ	200	added ('OK')	text/html	etag:W/%225dfcad39-f83c%22	https://trendingtemplates.com/demos/techmag/authors.html	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/authors.html	(from https://trendingtemplates.com/demos/techmag/landing.html)
19:26:15	57714/57714	---MCZ	200	added ('OK')	text/html	etag:W/%225dfcad39-e172%22	https://trendingtemplates.com/demos/techmag/page.html	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/page.html	(from https://trendingtemplates.com/demos/techmag/landing.html)
19:26:15	52500/52500	---MCZ	200	added ('OK')	text/html	etag:W/%225dfcad39-cd14%22	https://trendingtemplates.com/demos/techmag/page-1.html	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/page-1.html	(from https://trendingtemplates.com/demos/techmag/landing.html)
19:26:15	65293/65293	---MCZ	200	added ('OK')	text/html	etag:W/%225dfcad39-ff0d%22	https://trendingtemplates.com/demos/techmag/sitemap.html	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/sitemap.html	(from https://trendingtemplates.com/demos/techmag/landing.html)
19:26:16	51594/51594	---MCZ	200	added ('OK')	text/html	etag:W/%225dfcad39-c98a%22	https://trendingtemplates.com/demos/techmag/404.html	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/404.html	(from https://trendingtemplates.com/demos/techmag/landing.html)
19:26:16	69081/69081	---MCZ	200	added ('OK')	text/html	etag:W/%225dfcad39-10dd9%22	https://trendingtemplates.com/demos/techmag/shortcodes.html	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/shortcodes.html	(from https://trendingtemplates.com/demos/techmag/landing.html)
19:26:17	76788/76788	---MCZ	200	added ('OK')	text/html	etag:W/%225dfcad39-12bf4%22	https://trendingtemplates.com/demos/techmag/reviews.html	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/reviews.html	(from https://trendingtemplates.com/demos/techmag/landing.html)
19:26:17	65236/65236	---MCZ	200	added ('OK')	text/html	etag:W/%225dfcad39-fed4%22	https://trendingtemplates.com/demos/techmag/jobs.html	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/jobs.html	(from https://trendingtemplates.com/demos/techmag/landing.html)
19:26:18	65784/65784	---M--	200	added ('OK')	image/jpeg	etag:%225dfcad24-100f8%22	https://trendingtemplates.com/demos/techmag/upload/widget_01.jpg	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/upload/widget_01.jpg	(from https://trendingtemplates.com/demos/techmag/landing.html)
19:26:19	104044/104044	---M--	200	added ('OK')	image/jpeg	etag:%225dfcad24-1966c%22	https://trendingtemplates.com/demos/techmag/upload/widget_03.jpg	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/upload/widget_03.jpg	(from https://trendingtemplates.com/demos/techmag/landing.html)
19:26:19	124535/124535	---M--	200	added ('OK')	image/jpeg	etag:%225dfcad24-1e677%22	https://trendingtemplates.com/demos/techmag/upload/widget_02.jpg	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/upload/widget_02.jpg	(from https://trendingtemplates.com/demos/techmag/landing.html)
19:26:22	106073/106073	---M--	200	added ('OK')	image/jpeg	etag:%225dfcad24-19e59%22	https://trendingtemplates.com/demos/techmag/upload/widget_04.jpg	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/upload/widget_04.jpg	(from https://trendingtemplates.com/demos/techmag/landing.html)
19:26:22	79411/79411	---M--	200	added ('OK')	image/jpeg	etag:%225dfcad24-13633%22	https://trendingtemplates.com/demos/techmag/upload/widget_05.jpg	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/upload/widget_05.jpg	(from https://trendingtemplates.com/demos/techmag/landing.html)
19:26:23	67634/67634	---M--	200	added ('OK')	image/jpeg	etag:%225dfcad24-10832%22	https://trendingtemplates.com/demos/techmag/upload/widget_06.jpg	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/upload/widget_06.jpg	(from https://trendingtemplates.com/demos/techmag/landing.html)
19:26:23	57579/57579	---M--	200	added ('OK')	image/jpeg	etag:%225dfcad24-e0eb%22	https://trendingtemplates.com/demos/techmag/upload/widget_07.jpg	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/upload/widget_07.jpg	(from https://trendingtemplates.com/demos/techmag/landing.html)
19:26:24	41997/41997	---M--	200	added ('OK')	image/jpeg	etag:%225dfcad24-a40d%22	https://trendingtemplates.com/demos/techmag/upload/widget_09.jpg	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/upload/widget_09.jpg	(from https://trendingtemplates.com/demos/techmag/landing.html)
19:26:24	58042/58042	---M--	200	added ('OK')	image/jpeg	etag:%225dfcad24-e2ba%22	https://trendingtemplates.com/demos/techmag/upload/widget_08.jpg	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/upload/widget_08.jpg	(from https://trendingtemplates.com/demos/techmag/landing.html)
19:26:25	47235/47235	---M--	200	added ('OK')	image/jpeg	etag:%225dfcad24-b883%22	https://trendingtemplates.com/demos/techmag/upload/widget_10.jpg	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/upload/widget_10.jpg	(from https://trendingtemplates.com/demos/techmag/landing.html)
19:26:25	20439/20439	---M--	200	added ('OK')	image/jpeg	etag:%225dfcad24-4fd7%22	https://trendingtemplates.com/demos/techmag/upload/widget_12.jpg	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/upload/widget_12.jpg	(from https://trendingtemplates.com/demos/techmag/landing.html)
19:26:25	121503/121503	---M--	200	added ('OK')	image/jpeg	etag:%225dfcad24-1da9f%22	https://trendingtemplates.com/demos/techmag/upload/widget_11.jpg	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/upload/widget_11.jpg	(from https://trendingtemplates.com/demos/techmag/landing.html)
19:26:26	96145/96145	---M--	200	added ('OK')	image/jpeg	etag:%225dfcad24-17791%22	https://trendingtemplates.com/demos/techmag/upload/widget_13.jpg	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/upload/widget_13.jpg	(from https://trendingtemplates.com/demos/techmag/landing.html)
19:26:26	118594/118594	---M--	200	added ('OK')	image/jpeg	etag:%225dfcad24-1cf42%22	https://trendingtemplates.com/demos/techmag/upload/widget_14.jpg	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/upload/widget_14.jpg	(from https://trendingtemplates.com/demos/techmag/landing.html)
19:26:27	107686/107686	---M--	200	added ('OK')	image/jpeg	etag:%225dfcad24-1a4a6%22	https://trendingtemplates.com/demos/techmag/upload/widget_15.jpg	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/upload/widget_15.jpg	(from https://trendingtemplates.com/demos/techmag/landing.html)
19:26:27	113592/113592	---M--	200	added ('OK')	image/jpeg	etag:%225dfcad24-1bbb8%22	https://trendingtemplates.com/demos/techmag/upload/widget_16.jpg	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/upload/widget_16.jpg	(from https://trendingtemplates.com/demos/techmag/landing.html)
19:26:27	63382/63382	---MCZ	200	added ('OK')	text/html	etag:W/%225dfcad39-f796%22	https://trendingtemplates.com/demos/techmag/community.html	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/community.html	(from https://trendingtemplates.com/demos/techmag/landing.html)
19:26:28	56369/56369	---MCZ	200	added ('OK')	text/html	etag:W/%225dfcad39-dc31%22	https://trendingtemplates.com/demos/techmag/contact.html	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/contact.html	(from https://trendingtemplates.com/demos/techmag/landing.html)
19:26:28	83432/83432	---M--	200	added ('OK')	image/png	etag:%225dfcad24-145e8%22	https://trendingtemplates.com/demos/techmag/upload/demo_01.png	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/upload/demo_01.png	(from https://trendingtemplates.com/demos/techmag/landing.html)
19:26:29	92689/92689	---M--	200	added ('OK')	image/png	etag:%225dfcad24-16a11%22	https://trendingtemplates.com/demos/techmag/upload/demo_02.png	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/upload/demo_02.png	(from https://trendingtemplates.com/demos/techmag/landing.html)
19:26:29	81206/81206	---M--	200	added ('OK')	image/png	etag:%225dfcad24-13d36%22	https://trendingtemplates.com/demos/techmag/upload/demo_03.png	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/upload/demo_03.png	(from https://trendingtemplates.com/demos/techmag/landing.html)
19:26:29	68986/68986	---M--	200	added ('OK')	image/png	etag:%225dfcad24-10d7a%22	https://trendingtemplates.com/demos/techmag/upload/demo_04.png	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/upload/demo_04.png	(from https://trendingtemplates.com/demos/techmag/landing.html)
19:26:30	34907/34907	---M--	200	added ('OK')	image/png	etag:%225dfcad24-885b%22	https://trendingtemplates.com/demos/techmag/upload/demo_06.png	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/upload/demo_06.png	(from https://trendingtemplates.com/demos/techmag/landing.html)
19:26:30	71319/71319	---M--	200	added ('OK')	image/png	etag:%225dfcad24-11697%22	https://trendingtemplates.com/demos/techmag/upload/demo_05.png	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/upload/demo_05.png	(from https://trendingtemplates.com/demos/techmag/landing.html)
19:26:32	80337/80337	---M--	200	added ('OK')	image/png	etag:%225dfcad24-139d1%22	https://trendingtemplates.com/demos/techmag/upload/demo_07.png	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/upload/demo_07.png	(from https://trendingtemplates.com/demos/techmag/landing.html)
19:26:32	50603/50603	---M--	200	added ('OK')	image/png	etag:%225dfcad24-c5ab%22	https://trendingtemplates.com/demos/techmag/upload/demo_08.png	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/upload/demo_08.png	(from https://trendingtemplates.com/demos/techmag/landing.html)
19:26:32	64118/64118	---M--	200	added ('OK')	image/png	etag:%225dfcad24-fa76%22	https://trendingtemplates.com/demos/techmag/upload/demo_10.png	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/upload/demo_10.png	(from https://trendingtemplates.com/demos/techmag/landing.html)
19:26:32	61609/61609	---M--	200	added ('OK')	image/png	etag:%225dfcad24-f0a9%22	https://trendingtemplates.com/demos/techmag/upload/demo_09.png	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/upload/demo_09.png	(from https://trendingtemplates.com/demos/techmag/landing.html)
19:26:33	50864/50864	---M--	200	added ('OK')	image/png	etag:%225dfcad24-c6b0%22	https://trendingtemplates.com/demos/techmag/upload/demo_11.png	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/upload/demo_11.png	(from https://trendingtemplates.com/demos/techmag/landing.html)
19:26:34	95957/95957	---MCZ	200	added ('OK')	application/javascript	etag:W/%225dfcad39-176d5%22	https://trendingtemplates.com/demos/techmag/js/jquery.min.js	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/js/jquery.min.js	(from https://trendingtemplates.com/demos/techmag/landing.html)
19:26:34	72219/72219	---M--	200	added ('OK')	image/png	etag:%225dfcad24-11a1b%22	https://trendingtemplates.com/demos/techmag/upload/demo_12.png	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/upload/demo_12.png	(from https://trendingtemplates.com/demos/techmag/landing.html)
19:26:34	69190/69190	---MCZ	200	added ('OK')	application/javascript	etag:W/%225dfcad39-10e46%22	https://trendingtemplates.com/demos/techmag/js/bootstrap.js	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/js/bootstrap.js	(from https://trendingtemplates.com/demos/techmag/landing.html)
19:26:34	7589/7589	---MCZ	200	added ('OK')	application/javascript	etag:W/%225dfcad39-1da5%22	https://trendingtemplates.com/demos/techmag/js/plugins.js	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/js/plugins.js	(from https://trendingtemplates.com/demos/techmag/landing.html)
19:26:35	1776/1776	---M--	200	added ('OK')	image/png	etag:%225dfcad23-6f0%22	https://trendingtemplates.com/demos/techmag/images/apple-touch-icon.png	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/images/apple-touch-icon.png	(from https://trendingtemplates.com/demos/techmag/landing.html)
19:26:35	70807/70807	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2211497-59a20ca351c8a%22	https://trendingtemplates.com/demos/techmag/fonts/fontawesome-webfont.eot?v=4.5.0	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/fonts/fontawesome-webfont3295.eot	(from https://trendingtemplates.com/demos/techmag/css/font-awesome.min.css)
19:26:35	70807/70807	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2211497-59a20ca351c8a%22	https://trendingtemplates.com/demos/techmag/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/fonts/fontawesome-webfontd41d.eot	(from https://trendingtemplates.com/demos/techmag/css/font-awesome.min.css)
19:26:36	66624/66624	---M--	200	added ('OK')	text/html	etag:%2210440-59a20ca351c8a%22	https://trendingtemplates.com/demos/techmag/fonts/fontawesome-webfont.woff2?v=4.5.0	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/fonts/fontawesome-webfont3295.html	(from https://trendingtemplates.com/demos/techmag/css/font-awesome.min.css)
19:26:37	83588/83588	---M--	200	added ('OK')	application/font-woff	etag:%2214684-59a20ca351c8a%22	https://trendingtemplates.com/demos/techmag/fonts/fontawesome-webfont.woff?v=4.5.0	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/fonts/fontawesome-webfont3295.woff	(from https://trendingtemplates.com/demos/techmag/css/font-awesome.min.css)
19:26:37	142072/142072	---M--	200	added ('OK')	application/font-sfnt	etag:%2222af8-59a20c8e86697%22	https://trendingtemplates.com/demos/techmag/fonts/fontawesome-webfont.ttf?v=4.5.0	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/fonts/fontawesome-webfont3295.ttf	(from https://trendingtemplates.com/demos/techmag/css/font-awesome.min.css)
19:26:37	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224e9f-59a20ca351c8a%22	https://trendingtemplates.com/demos/techmag/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/fonts/glyphicons-halflings-regular.eot	(from https://trendingtemplates.com/demos/techmag/css/bootstrap.css)
19:26:38	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224e9f-59a20ca351c8a%22	https://trendingtemplates.com/demos/techmag/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/fonts/glyphicons-halflings-regulard41d.eot	(from https://trendingtemplates.com/demos/techmag/css/bootstrap.css)
19:26:38	365616/365616	---M--	200	added ('OK')	image/svg+xml	etag:%225dfcad23-59430%22	https://trendingtemplates.com/demos/techmag/fonts/fontawesome-webfont.svg?v=4.5.0	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/fonts/fontawesome-webfont3295.svg	(from https://trendingtemplates.com/demos/techmag/css/font-awesome.min.css)
19:26:38	18028/18028	---M--	200	added ('OK')	text/html	etag:%22466c-59a20ca351c8a%22	https://trendingtemplates.com/demos/techmag/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/fonts/glyphicons-halflings-regular.html	(from https://trendingtemplates.com/demos/techmag/css/bootstrap.css)
19:26:39	23424/23424	---M--	200	added ('OK')	application/font-woff	etag:%225b80-59a20ca351c8a%22	https://trendingtemplates.com/demos/techmag/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/fonts/glyphicons-halflings-regular.woff	(from https://trendingtemplates.com/demos/techmag/css/bootstrap.css)
19:26:40	45404/45404	---M--	200	added ('OK')	application/font-sfnt	etag:%22b15c-59a20c8e86697%22	https://trendingtemplates.com/demos/techmag/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/fonts/glyphicons-halflings-regular.ttf	(from https://trendingtemplates.com/demos/techmag/css/bootstrap.css)
19:26:41	108738/108738	---M--	200	added ('OK')	image/svg+xml	etag:%225dfcad23-1a8c2%22	https://trendingtemplates.com/demos/techmag/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/fonts/glyphicons-halflings-regular.svg	(from https://trendingtemplates.com/demos/techmag/css/bootstrap.css)
19:26:41	68775/68775	---M--	200	added ('OK')	image/jpeg	etag:%225dfcad23-10ca7%22	https://trendingtemplates.com/demos/techmag/upload/banner_03.jpg	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/upload/banner_03.jpg	(from https://trendingtemplates.com/demos/techmag/index.html)
19:26:42	153864/153864	---M--	200	added ('OK')	image/jpeg	etag:%225dfcad24-25908%22	https://trendingtemplates.com/demos/techmag/upload/review_01.jpg	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/upload/review_01.jpg	(from https://trendingtemplates.com/demos/techmag/index.html)
19:26:42	387904/387904	---M--	200	added ('OK')	image/jpeg	etag:%225dfcad24-5eb40%22	https://trendingtemplates.com/demos/techmag/upload/review_02.jpg	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/upload/review_02.jpg	(from https://trendingtemplates.com/demos/techmag/index.html)
19:26:42	172247/172247	---M--	200	added ('OK')	image/jpeg	etag:%225dfcad24-2a0d7%22	https://trendingtemplates.com/demos/techmag/upload/review_03.jpg	C:/My%20Web%20Sites/BlogTemplate/trendingtemplates.com/demos/techmag/upload/review_03.jpg	(from https://trendingtemplates.com/demos/techmag/index.html)
